Seconds,Nanoseconds,Commit_Count,Identity_Count,Account_Count,Info_Count,Buffer_Occupancy_Pct,CPU_Pct
1783836264,139953499,23,0,0,0,0,1
1783836265,139920525,18,0,0,0,0,1
1783836266,139956348,31,0,0,0,0,0
1783836267,139922912,19,0,0,0,0,0.75
1783836268,139923401,26,0,0,0,0,0.25
1783836269,139989558,29,0,0,0,0,0.75
1783836270,139923585,21,1,1,0,0,0
1783836271,139917780,23,0,0,0,0,0.75
1783836272,139920529,28,0,0,0,0,1
1783836273,139927298,35,0,0,0,0,0.75
1783836274,139921623,27,1,1,0,0,0.75
1783836275,139922447,25,1,1,0,0,0.75
1783836276,139924531,35,0,0,0,0,0.75
1783836277,139919708,25,1,1,0,0,0.25
1783836278,139952625,25,1,2,0,0,0.25
1783836279,139923044,30,1,1,0,0,0.5
1783836280,139928406,22,0,0,0,0,0.5
1783836281,139922584,34,0,0,0,0,1.24
1783836282,139921873,22,0,0,0,0,0
1783836283,139923940,33,2,2,0,0,1
1783836284,139924766,36,0,0,0,0,0.25
1783836285,139923204,26,0,0,0,0,0.75
1783836286,139921567,23,0,0,0,0,0.75
1783836287,139924357,37,0,0,0,0,0.25
1783836288,139950610,23,0,0,0,0,0.25
1783836289,139915012,26,0,0,0,0,0.5
1783836290,139920432,19,0,0,0,0,0.25
1783836291,139948352,29,0,0,0,0,0.75
1783836292,139930180,24,1,2,0,0,0.25
1783836293,139921360,23,0,0,0,0,0
1783836294,139924522,28,0,0,0,0,0.75
1783836295,139928387,24,0,0,0,0,0.5
1783836296,139928271,29,0,0,0,0,1.24
1783836297,139919359,23,0,0,0,0,0
1783836298,139920337,35,0,0,0,0,0.75
1783836299,139920795,32,0,0,0,0,0.5
1783836300,139930125,30,0,0,0,0,0.75
1783836301,139923455,33,0,0,0,0,0.25
1783836302,139924377,31,0,0,0,0,0.75
1783836303,139924151,20,1,1,0,0,0.75
1783836304,139924796,32,0,0,0,0,0.25
1783836305,139932219,52,0,1,0,0,0.75
1783836306,139920846,48,0,0,0,0,0.75
1783836307,139918807,60,0,0,0,0,1
1783836308,139917841,33,0,0,0,0,0.75
1783836309,139920395,39,1,1,0,0,0.5
1783836310,139923578,21,0,0,0,0,0.25
1783836311,139920817,23,1,1,0,0,0.5
1783836312,139923056,27,0,0,0,0,0.25
1783836313,139923406,30,0,0,0,0,0.25
1783836314,139919738,38,0,0,0,0,0.5
1783836315,139918218,40,0,0,0,0,1
1783836316,139922254,25,1,1,0,0,0.5
1783836317,139923383,24,0,0,0,0,0.5
1783836318,139923235,27,1,1,0,0,0.75
1783836319,139922845,29,0,0,0,0,1
1783836320,139921827,27,1,1,0,0,0.75
1783836321,139921715,26,0,0,0,0,1.49
1783836322,139930179,33,0,0,0,0,0.5
1783836323,139931049,32,0,0,0,0,0.5
1783836324,139929624,29,0,0,0,0,0.25
1783836325,139924977,32,1,1,0,0,0.5
1783836326,139922200,24,0,0,0,0,0.5
1783836327,139932034,36,0,0,0,0,1
1783836328,139925554,30,0,0,0,0,0.25
1783836329,139923352,30,0,0,0,0,0.75
1783836330,139923390,14,1,1,0,0,0.5
1783836331,139929262,20,2,2,0,0,0
1783836332,139924857,38,0,0,0,0,0.5
1783836333,139919452,33,0,0,0,0,0.5
